,MSZoning,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition_1,Condition_2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior_1st,Exterior_2nd,MasVnrType,MasVnrArea,Foundation,BsmtExposure,BsmtFinType_1,BsmtFinType_2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageFinish,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,_3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,YearSinceRemod,TotBathrooms
1107,RL,23257,No_Alley,1,HLS,CulDSac,1,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,Unf,Unf,868,GasA,Ex,Y,SBrkr,2021,3,1,9,1,BuiltIn,3,2,3,0,100,0,0,0,0,No_Fence,None,9,2006,New,Partial,274725,0,2.5
1108,RL,8063,No_Alley,4,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,Unf,Unf,924,GasA,Ex,Y,SBrkr,1690,3,1,7,1,Attchd,3,2,3,100,48,0,0,0,0,No_Fence,None,11,2007,WD,Abnorml,181000,7,2.5
1109,RL,11362,No_Alley,3,Lvl,Inside,1,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,Gable,CompShg,MetalSd,MetalSd,Stone,42.0,PConc,Mn,GLQ,Unf,1836,GasA,Ex,Y,SBrkr,1836,3,1,7,1,Attchd,4,3,3,125,185,0,0,0,0,No_Fence,None,3,2009,WD,Normal,280000,4,3.0
1110,RL,8000,No_Alley,4,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,PConc,No,GLQ,Unf,773,GasA,Gd,Y,SBrkr,1658,3,1,8,1,Attchd,4,2,3,224,84,0,0,0,0,No_Fence,None,6,2008,WD,Normal,188000,12,3.5
1111,RL,10480,No_Alley,4,Lvl,Inside,1,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,CBlock,No,ALQ,Unf,803,GasA,TA,Y,SBrkr,1964,4,1,8,1,Attchd,3,2,3,0,69,0,0,0,0,No_Fence,None,9,2008,WD,Normal,205000,32,2.5
1112,RL,7100,No_Alley,3,Lvl,Corner,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,Gable,CompShg,WdShing,Wd Shng,None,0.0,CBlock,No,GLQ,Unf,816,GasA,TA,Y,FuseA,816,2,1,5,0,Detchd,2,1,3,0,0,0,0,0,0,No_Fence,None,7,2006,WD,Normal,129900,49,2.0
1113,RL,8923,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,No,BLQ,Unf,1008,GasA,Gd,Y,SBrkr,1008,2,1,6,0,Attchd,2,1,3,0,18,0,0,0,0,No_Fence,None,5,2007,WD,Normal,134500,1,2.0
1114,RL,5400,No_Alley,4,Lvl,Inside,1,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,Rec,Unf,833,GasA,Ex,Y,SBrkr,833,2,1,4,0,Detchd,2,1,3,0,0,0,0,0,0,MnPrv,None,8,2006,WD,Normal,117000,6,1.0
1115,RL,12085,No_Alley,4,Lvl,Inside,1,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,Hip,CompShg,VinylSd,VinylSd,Stone,328.0,PConc,No,GLQ,Unf,1734,GasA,Ex,Y,SBrkr,1734,3,1,7,1,Attchd,3,3,3,0,0,0,0,0,0,No_Fence,None,11,2007,New,Partial,318000,0,3.0
1116,RL,7750,No_Alley,4,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,GLQ,Unf,408,GasA,Ex,Y,SBrkr,1419,3,1,7,1,BuiltIn,4,2,3,120,0,0,0,0,0,No_Fence,None,3,2009,WD,Normal,184100,7,3.5
1117,RL,9764,No_Alley,3,Lvl,FR2,1,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,No,BLQ,Unf,894,GasA,Ex,Y,SBrkr,894,3,1,5,0,Attchd,3,2,3,0,0,0,0,0,0,No_Fence,None,5,2008,WD,Normal,130000,5,2.0
1118,RL,13825,No_Alley,4,Lvl,Inside,1,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,Unf,Unf,533,GasA,TA,Y,SBrkr,1601,3,1,6,0,BuiltIn,3,1,3,280,34,0,0,0,0,No_Fence,None,12,2008,WD,Normal,140000,21,1.5
1119,RL,7560,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,CBlock,No,LwQ,Unf,1040,GasA,TA,Y,FuseA,1040,3,1,6,0,Attchd,3,1,3,140,0,252,0,0,0,GdWo,None,7,2006,WD,Normal,133700,47,1.0
1120,RM,8263,No_Alley,4,Bnk,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,Gable,CompShg,BrkFace,BrkFace,None,0.0,BrkTil,No,Unf,Unf,1012,GasA,TA,Y,FuseA,1012,2,1,6,1,Detchd,2,1,3,0,22,112,0,0,0,MnPrv,None,5,2007,WD,Normal,118400,57,1.0
1121,RL,10084,No_Alley,4,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,PConc,Av,GLQ,Unf,1552,GasA,Ex,Y,SBrkr,1552,3,1,7,0,Attchd,3,3,3,144,20,0,0,0,0,No_Fence,None,7,2006,New,Partial,212900,0,2.0
1122,RL,8926,No_Alley,3,Lvl,Corner,1,Edwards,Norm,Norm,1Fam,1Story,4,3,1956,Gable,CompShg,AsbShng,AsbShng,None,0.0,CBlock,No,Unf,Unf,672,GasA,Ex,Y,FuseA,960,3,1,5,0,Basment,2,1,3,64,0,0,0,160,0,MnPrv,None,10,2009,COD,Abnorml,112000,53,1.0
1123,RL,9405,No_Alley,4,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,Hip,CompShg,VinylSd,VinylSd,None,0.0,CBlock,No,Unf,Unf,698,GasA,Ex,Y,SBrkr,698,2,1,4,0,No_Garage,1,0,3,0,200,0,0,0,0,No_Fence,None,6,2009,WD,Normal,118000,1,1.5
1124,RL,9125,No_Alley,3,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,170.0,PConc,No,Unf,Unf,384,GasA,Gd,Y,SBrkr,1482,3,1,7,1,Attchd,4,2,3,100,25,0,0,0,0,No_Fence,None,7,2007,WD,Normal,163900,15,2.5
1125,RL,10434,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,Gable,CompShg,Plywood,Plywood,None,0.0,CBlock,No,Unf,Unf,1005,GasA,TA,Y,SBrkr,1005,2,1,5,1,Detchd,2,2,3,0,0,0,0,0,0,No_Fence,None,11,2009,WD,Normal,115000,54,1.0
1126,RL,3684,No_Alley,4,Lvl,Inside,1,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,PConc,No,Unf,Unf,1373,GasA,Ex,Y,SBrkr,1555,2,1,7,1,Attchd,4,3,3,143,20,0,0,0,0,No_Fence,None,6,2009,WD,Normal,174000,2,2.0
1127,RL,14572,No_Alley,1,Lvl,Corner,1,Gilbert,Norm,Norm,1Fam,1Story,7,5,2004,Hip,CompShg,VinylSd,VinylSd,None,0.0,PConc,Av,GLQ,Unf,1530,GasA,Ex,Y,SBrkr,1530,3,1,7,1,Attchd,4,3,3,144,36,0,0,0,0,No_Fence,None,11,2007,WD,Family,259000,3,3.0
1128,RL,11796,No_Alley,3,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,Av,Unf,Unf,847,GasA,Ex,Y,SBrkr,1959,4,1,8,1,BuiltIn,4,2,3,100,48,0,0,0,0,No_Fence,None,7,2007,WD,Normal,215000,2,2.5
1129,RM,7200,Grvl,4,Lvl,Inside,1,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,CBlock,Gd,GLQ,Unf,936,GasA,TA,Y,SBrkr,936,2,1,4,0,Detchd,2,2,3,49,0,0,0,0,0,No_Fence,None,8,2007,WD,Normal,140000,27,2.0
1130,RL,7804,No_Alley,4,Lvl,Inside,1,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,Gable,CompShg,WdShing,Plywood,None,0.0,BrkTil,No,BLQ,Unf,1122,GasA,TA,Y,SBrkr,1981,4,1,7,2,Detchd,2,2,3,431,44,0,0,0,0,MnPrv,None,12,2009,WD,Normal,135000,59,3.0
1131,RL,10712,No_Alley,4,Lvl,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,PConc,Mn,BLQ,Unf,974,GasA,TA,Y,SBrkr,974,3,1,5,0,No_Garage,1,0,3,0,28,0,0,0,0,MnPrv,None,9,2007,Oth,Abnorml,93500,15,1.0
1132,RM,9900,No_Alley,4,Lvl,Inside,1,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,Mn,Unf,Unf,1008,GasW,TA,Y,SBrkr,2210,5,1,8,0,Detchd,2,1,1,0,48,0,0,0,0,No_Fence,None,5,2007,WD,Normal,117500,57,2.0
1133,RL,9828,No_Alley,3,Lvl,Inside,1,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,GLQ,Unf,1128,GasA,Ex,Y,SBrkr,2020,3,1,8,1,Attchd,3,2,3,0,155,0,0,0,0,No_Fence,None,6,2009,WD,Normal,239500,14,2.5
1134,RL,8773,No_Alley,3,HLS,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,Av,Unf,Unf,916,GasA,Gd,Y,SBrkr,1600,3,1,7,1,Attchd,4,2,3,100,38,0,0,0,0,No_Fence,None,8,2007,WD,Normal,169000,10,2.5
1135,RM,6180,No_Alley,4,Lvl,Corner,1,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,No,Unf,Unf,960,GasA,TA,N,SBrkr,986,2,1,5,1,Detchd,2,1,3,0,128,0,0,0,0,No_Fence,None,5,2007,WD,Normal,102000,57,1.0
1136,RL,9600,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,No,BLQ,Unf,1032,GasA,TA,Y,FuseA,1252,3,1,6,0,Attchd,2,1,3,0,0,96,0,0,0,No_Fence,None,4,2008,WD,Abnorml,119000,58,1.0
1137,RL,6342,No_Alley,4,Lvl,Inside,1,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,No,Unf,Unf,780,GasA,Gd,N,SBrkr,1020,2,1,6,0,No_Garage,1,0,1,0,0,176,0,0,0,No_Fence,None,5,2010,WD,Normal,94000,14,1.0
1138,RL,9819,No_Alley,3,Lvl,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,6,5,1977,Gable,CompShg,Plywood,ImStucc,None,0.0,PConc,Gd,ALQ,Unf,1567,GasA,TA,Y,SBrkr,1567,2,1,5,2,Attchd,3,2,3,264,32,0,0,0,0,No_Fence,None,5,2009,WD,Normal,196000,32,3.0
1139,RL,8731,No_Alley,3,Lvl,Inside,1,BrkSide,Norm,Norm,1Fam,1Story,5,5,1920,Gable,CompShg,Stucco,Stucco,None,0.0,BrkTil,No,BLQ,Unf,915,GasA,TA,Y,SBrkr,1167,3,1,6,1,Detchd,2,2,3,0,0,216,0,126,0,No_Fence,None,5,2007,WD,Normal,144000,57,1.0
1140,RL,7350,No_Alley,4,Lvl,Corner,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,Mn,ALQ,Unf,952,GasA,TA,Y,SBrkr,952,2,1,4,0,Detchd,2,2,3,0,0,0,0,0,0,No_Fence,None,6,2008,COD,Abnorml,139000,57,2.0
1141,RL,10304,No_Alley,3,Lvl,CulDSac,1,NWAmes,PosN,Norm,1Fam,2Story,5,7,1976,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,CBlock,No,ALQ,Unf,780,GasA,Ex,Y,SBrkr,1868,4,1,9,1,Attchd,2,2,3,448,96,0,0,0,0,No_Fence,None,10,2009,WD,Normal,197500,33,3.5
1142,RL,9965,No_Alley,4,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,Hip,CompShg,VinylSd,VinylSd,Stone,340.0,PConc,Gd,GLQ,Unf,1466,GasA,Ex,Y,SBrkr,2828,4,1,11,1,BuiltIn,3,3,3,125,144,0,0,0,0,No_Fence,None,4,2007,New,Partial,424870,0,4.0
1143,RL,9000,No_Alley,4,Lvl,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,3,1959,Gable,CompShg,Wd Sdng,Plywood,None,0.0,CBlock,No,GLQ,Unf,1006,GasA,TA,Y,SBrkr,1006,3,1,5,0,No_Garage,1,0,3,0,24,0,0,0,0,No_Fence,None,7,2008,WD,Normal,80000,49,1.0
1144,RL,12180,No_Alley,4,Lvl,Inside,1,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1941,Gable,CompShg,MetalSd,MetalSd,None,0.0,BrkTil,No,BLQ,Unf,672,Grav,Fa,N,FuseA,924,2,1,5,0,Detchd,2,1,3,0,0,0,0,0,0,MnPrv,None,7,2010,WD,Normal,80000,60,2.0
1145,RM,6240,No_Alley,4,Lvl,Inside,1,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,Gable,CompShg,MetalSd,MetalSd,None,0.0,BrkTil,No,Unf,Unf,1042,GasA,Ex,Y,SBrkr,1576,3,1,8,1,Detchd,2,1,3,0,0,0,0,0,0,No_Fence,None,8,2006,WD,Family,149000,56,1.0
1146,RL,11200,No_Alley,4,Lvl,Inside,1,SawyerW,Norm,Norm,1Fam,1Story,6,5,1985,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,85.0,CBlock,No,GLQ,Unf,1298,GasA,TA,Y,SBrkr,1298,3,1,5,1,Attchd,2,2,3,165,26,0,0,0,0,No_Fence,None,5,2006,WD,Normal,180000,21,3.0
1147,RL,12000,No_Alley,4,Bnk,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,Rec,Unf,704,GasA,Ex,Y,SBrkr,1564,3,1,7,1,Attchd,2,1,3,0,0,0,0,0,0,No_Fence,None,7,2009,WD,Normal,174500,59,1.5
1148,RM,5700,No_Alley,4,Lvl,Inside,1,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,PConc,No,Unf,Unf,572,GasA,TA,Y,SBrkr,1111,2,1,5,1,Detchd,2,1,3,0,0,176,0,0,0,No_Fence,None,8,2008,WD,Normal,116900,58,1.0
1149,RM,9000,No_Alley,4,Lvl,Inside,1,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,Hip,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,ALQ,Unf,650,GasA,Ex,Y,SBrkr,1482,3,1,7,0,Detchd,2,2,3,0,0,0,0,0,0,No_Fence,None,7,2009,WD,Normal,143000,21,1.5
1150,RL,8280,No_Alley,3,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,CBlock,No,Unf,Unf,932,GasA,Ex,Y,FuseA,932,2,1,4,1,Attchd,2,1,3,0,0,214,0,0,0,GdPrv,None,11,2007,WD,Normal,124000,57,1.0
1151,RL,17755,No_Alley,4,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,CBlock,No,BLQ,Unf,1466,GasA,TA,Y,SBrkr,1466,3,1,6,2,Attchd,4,2,3,0,140,0,0,100,0,No_Fence,None,11,2006,WD,Normal,149900,47,1.5
1152,RL,14115,No_Alley,3,Lvl,Inside,1,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,Gable,CompShg,Stone,Stone,None,0.0,PConc,No,ALQ,GLQ,1073,GasA,Ex,Y,SBrkr,1811,2,1,6,1,Attchd,4,2,3,0,0,280,0,0,0,No_Fence,None,7,2006,WD,Abnorml,230000,2,1.0
1153,RM,5890,No_Alley,4,Lvl,Corner,1,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,Av,ALQ,Unf,816,GasA,Ex,Y,SBrkr,816,2,1,5,0,Detchd,2,1,3,0,0,96,0,0,0,No_Fence,None,6,2008,WD,Normal,120500,1,1.0
1154,RL,13700,No_Alley,3,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,Gable,CompShg,VinylSd,VinylSd,Stone,288.0,CBlock,Gd,ALQ,Unf,864,GasA,TA,Y,SBrkr,1820,4,1,8,2,Attchd,2,2,3,60,84,0,0,273,0,GdPrv,None,5,2008,WD,Normal,201800,20,2.0
1155,RL,10768,No_Alley,3,Lvl,Corner,1,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,Gable,CompShg,Plywood,Plywood,None,0.0,CBlock,Gd,ALQ,Unf,1437,GasA,TA,Y,SBrkr,1437,3,1,6,1,Attchd,3,2,3,0,21,0,0,180,0,No_Fence,None,7,2007,WD,Normal,218000,3,3.0
1156,RL,9350,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,Gable,CompShg,BrkFace,BrkFace,None,0.0,PConc,Gd,ALQ,Unf,1219,GasA,Gd,Y,SBrkr,1265,3,1,6,1,Attchd,3,2,3,0,92,0,96,0,0,MnPrv,None,10,2008,WD,Normal,179900,9,2.5
1157,RL,5001,No_Alley,3,Lvl,Inside,1,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,PConc,No,GLQ,Unf,1314,GasA,Ex,Y,SBrkr,1314,2,1,6,1,Attchd,3,2,3,172,62,0,0,0,0,No_Fence,None,7,2009,WD,Normal,230000,1,3.0
1158,RL,11932,No_Alley,4,Lvl,FR2,1,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,PConc,No,Unf,Unf,1580,GasA,Ex,Y,SBrkr,1580,3,1,7,0,Attchd,3,3,3,0,24,0,0,0,0,No_Fence,None,6,2008,ConLD,Partial,235128,0,2.0
1159,RL,9120,No_Alley,4,Lvl,Inside,1,NWAmes,Norm,Norm,1Fam,2Story,6,6,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,270.0,CBlock,No,ALQ,Unf,901,GasA,TA,Y,SBrkr,1876,4,1,8,1,Attchd,3,2,3,0,69,0,0,0,0,No_Fence,None,7,2008,WD,Normal,185000,34,2.5
1160,RL,2280,No_Alley,4,Lvl,Inside,1,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,CBlock,No,ALQ,Unf,855,GasA,Fa,Y,SBrkr,1456,3,1,7,1,Attchd,2,2,3,26,0,0,0,0,0,No_Fence,None,7,2010,WD,Normal,146000,32,2.5
1161,RL,14778,No_Alley,3,Low,CulDSac,1,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,CBlock,No,BLQ,Unf,1296,GasA,Ex,Y,SBrkr,1640,3,1,7,1,Detchd,2,2,3,108,0,0,216,0,0,No_Fence,None,11,2008,WD,Normal,224000,2,2.0
1162,RL,8724,No_Alley,4,Lvl,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,No,BLQ,Unf,894,GasA,Gd,Y,SBrkr,894,3,1,5,1,Attchd,4,2,3,0,0,0,0,0,0,No_Fence,None,5,2007,WD,Normal,129000,39,1.0
1163,RL,12900,No_Alley,4,Lvl,Inside,1,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,Gable,CompShg,Plywood,Plywood,None,0.0,CBlock,Av,GLQ,Unf,1198,GasA,TA,Y,SBrkr,1258,0,2,6,0,CarPort,2,2,3,120,0,0,0,0,0,No_Fence,None,1,2008,WD,Alloca,108959,39,3.0
1164,RL,16157,No_Alley,3,Lvl,FR2,1,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,Gable,CompShg,Plywood,Plywood,None,0.0,PConc,Gd,ALQ,Rec,1360,GasA,Ex,Y,SBrkr,1432,2,1,5,1,Attchd,2,2,3,168,180,0,0,0,0,No_Fence,None,6,2007,WD,Normal,194000,29,2.5
1165,RL,9541,No_Alley,3,Lvl,Inside,1,NridgHt,Norm,Norm,1Fam,1Story,7,5,2009,Gable,CompShg,VinylSd,VinylSd,Stone,268.0,PConc,No,Unf,Unf,1502,GasA,Ex,Y,SBrkr,1502,3,1,7,0,Attchd,3,2,3,0,114,0,0,0,0,No_Fence,None,9,2009,New,Partial,233170,0,2.0
1166,RL,10475,No_Alley,3,Lvl,Corner,1,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,PConc,Av,Unf,Unf,1694,GasA,Ex,Y,SBrkr,1694,3,1,7,0,Attchd,3,3,3,160,33,0,0,0,0,No_Fence,None,2,2010,WD,Normal,245350,2,2.0
1167,RL,10852,No_Alley,3,Lvl,Inside,1,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,GLQ,Unf,959,GasA,Ex,Y,SBrkr,1671,3,1,7,1,Attchd,4,2,3,0,38,0,0,0,0,No_Fence,None,2,2006,WD,Normal,173000,6,3.5
1168,RL,13728,No_Alley,4,Lvl,Corner,1,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,Hip,CompShg,Stucco,Stucco,None,0.0,CBlock,No,Rec,Unf,1127,GasA,Ex,Y,SBrkr,2108,4,1,7,2,Basment,2,2,3,0,0,0,0,90,0,No_Fence,None,7,2008,WD,Normal,235000,22,2.0
1170,RL,9880,No_Alley,4,Lvl,Inside,1,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,Gable,CompShg,Plywood,Plywood,None,0.0,CBlock,Av,ALQ,Unf,1096,GasA,TA,Y,SBrkr,1118,3,1,6,1,Attchd,4,1,3,203,0,0,0,0,576,GdPrv,None,7,2008,WD,Normal,171000,31,2.0
1171,RL,9120,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,Hip,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,ALQ,Unf,1261,GasA,Ex,Y,SBrkr,1261,3,1,6,1,Attchd,3,2,3,0,0,0,0,288,0,No_Fence,Shed,11,2008,WD,Normal,163000,50,2.0
1172,FV,4017,Pave,3,Lvl,Inside,1,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,PConc,No,Unf,Unf,625,GasA,Ex,Y,SBrkr,1250,2,1,5,0,Detchd,4,2,3,0,54,0,0,0,0,No_Fence,None,3,2008,WD,Normal,171900,1,2.5
1173,RL,18030,No_Alley,3,Bnk,Inside,1,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,Rec,BLQ,1598,GasA,TA,Y,SBrkr,3086,3,1,12,1,No_Garage,1,0,3,122,0,0,0,0,0,MnPrv,None,3,2007,WD,Normal,200500,13,3.0
1174,RL,16560,No_Alley,3,Lvl,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,No,Rec,Unf,952,GasA,TA,Y,SBrkr,2345,4,1,9,1,Detchd,2,2,3,0,0,0,0,0,0,No_Fence,None,7,2006,WD,Normal,239000,56,2.5
1175,RL,10678,No_Alley,4,Lvl,Inside,1,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,PConc,No,GLQ,Unf,1683,GasA,Ex,Y,SBrkr,2872,4,1,9,1,Attchd,4,2,3,0,33,0,0,0,0,No_Fence,None,4,2007,WD,Normal,285000,7,2.5
1176,RL,6951,No_Alley,3,Lvl,CulDSac,1,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,Gable,CompShg,HdBoard,Plywood,None,0.0,CBlock,No,ALQ,Unf,876,GasA,TA,Y,SBrkr,923,3,1,5,0,Attchd,2,1,3,362,0,0,0,0,0,MnPrv,None,10,2008,WD,Normal,119500,23,2.0
1177,RM,3950,Grvl,4,Bnk,Inside,1,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,Rec,Unf,818,GasA,TA,Y,SBrkr,1224,3,1,5,0,Detchd,2,1,1,0,0,116,0,0,0,No_Fence,None,12,2009,WD,Normal,115000,5,1.0
1178,RL,7681,No_Alley,3,Lvl,FR2,1,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,No,Unf,Unf,731,GasA,Ex,Y,SBrkr,1343,3,1,7,1,Detchd,2,1,3,192,0,102,0,0,0,No_Fence,None,7,2009,WD,Normal,154900,59,1.5
1179,RL,8335,No_Alley,4,Lvl,Corner,1,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Slab,No_basement,No_basement,No_basement,0,GasA,Gd,Y,SBrkr,1124,3,1,5,1,No_Garage,1,0,1,0,36,190,0,0,0,No_Fence,None,4,2006,WD,Normal,93000,52,1.0
1180,RL,11170,No_Alley,2,Lvl,Corner,1,Timber,Norm,Norm,1Fam,2Story,7,5,1990,Gable,CompShg,MetalSd,MetalSd,None,0.0,Wood,No,LwQ,Unf,1216,GasA,Ex,Y,SBrkr,2514,4,1,8,0,Attchd,4,2,3,0,0,0,0,0,0,GdPrv,None,4,2006,WD,Normal,250000,15,2.5
